Gene,WT_Log,WT_DS,WT_Q,Rpd3_Log,Rpd3_DS,Rpd3_Q
YJR112W-A,5.25,5.451,-1.466,6.006,5.823,4.518
YJR114W,6.383,6.437,1.465,6.678,7.13,5.15
YJR115W,4.02,3.791,1.685,3.925,3.609,3.957
YJR120W,3.2,4.301,-1.589,2.877,4.843,0.468
YJR124C,5.933,2.141,-3.291,6.294,4.489,3.479
YJR128W,1.633,1.878,0.609,2.435,3.997,3.904
YJR129C,4.828,2.225,-2.025,5.31,3.69,3.246
YJR140W-A,4.709,3.76,-1.975,5.86,5.335,4.252
YJR141W,4.816,3.106,-0.522,4.854,4.12,3.56
YJR142W,5.357,4.625,-3.039,5.863,5.213,4.179
YJR146W,5.283,5.971,2.604,5.501,6.516,4.288
YJR149W,3.718,4.943,-0.141,4.059,5.237,3.979
YJR154W,4.179,2.755,-0.174,3.448,3.551,3.1
YJR157W,0.411,0.656,-4.24,,1.043,-3.054
YJR162C,-1.056,-3.98,-4.174,,-0.256,-2.991
YJU2,4.753,3.886,1.601,5.149,4.36,3.695
YJU3,6.868,6.8,3.036,7.056,7.014,6.321
YKE2,6.614,4.521,0.07,6.621,5.313,4.308
YKE4,6.665,6.014,2.537,6.934,6.728,5.232
YKL018C-A,4.385,4.101,-0.684,5.969,4.943,3.614
YKL023C-A,8.252,4.607,-1.063,8.537,6.231,4.961
YKL023W,4.034,4.781,1.299,4.895,4.752,4.748
YKL027W,5.975,3.443,-1.934,5.922,4.926,3.637
YKL030W,2.512,1.532,-3.584,1.747,1.85,0.051
YKL031W,0.789,3.217,-2.683,2.259,6.087,0.877
YKL033W-A,7.96,6.618,-1.795,7.505,7.243,4.495
YKL036C,4.848,4.265,-1.393,5.199,4.791,3.244
YKL044W,3.278,3.453,-1.825,3.748,4.217,2.501
YKL047W,5.161,3.937,-1.109,5.262,4.775,3.532
YKL050C,2.802,4.457,4.079,4.229,3.835,5.214
YKL053W,0.971,0.064,-4.303,-0.058,0.619,0.346
YKL063C,5.31,3.892,1.26,6.046,4.557,3.316
YKL065W-A,2.589,9.261,8.719,2.472,5.738,7.814
YKL066W,5.179,7.157,2.965,5.401,7.162,4.009
YKL068W-A,7.084,3.81,0.317,7.419,5.537,5.663
YKL069W,5.798,5.158,-0.52,6.481,5.946,3.842
YKL070W,5.276,4.591,1.938,5.925,5.53,4.348
YKL071W,4.675,3.743,1.071,5.598,4.755,4.112
YKL075C,4.259,3.622,1.638,4.712,4.177,3.738
YKL077W,7.754,6.51,2.762,7.683,7.12,5.583
YKL083W,-0.635,-2.985,-6.194,-1.526,-4.058,-1.166
YKL091C,4.648,7.033,1.112,5.165,5.938,3.779
YKL096C-B,1.124,3.924,,,1.545,
YKL097C,0.004,-0.19,-0.833,1.507,0.813,-0.473
YKL100C,6.309,7.168,3.221,6.754,6.877,5.654
YKL100W-A,5.734,6.871,3.35,6.231,6.433,4.592
YKL102C,5.204,1.502,-1.089,5.234,3.876,2.442
YKL105C,4.243,4.078,-0.716,5.348,5.102,4.346
YKL106C-A,1.598,3.209,3.132,,2.736,3.811
YKL107W,2.14,5.245,5.503,3.523,3.753,5.103
YKL111C,5.373,5.185,-0.387,5.779,5.07,3.937
YKL115C,2.98,2.054,-1.692,3.554,3.117,2.708
YKL118W,4.307,3.195,-4.936,4.178,4.023,2.482
YKL123W,3.409,4.268,2.35,3.579,4.387,4.029
YKL131W,3.472,2.25,-2.451,4.13,3.198,2.003
YKL133C,3.247,4.395,1.707,3.923,4.93,3.884
YKL136W,2.568,1.559,-2.099,2.327,2.189,1.166
YKL147C,0.678,3.852,-1.203,1.858,3.929,1.411
YKL151C,4.419,6.154,2.784,6.445,6.27,4.486
YKL153W,8.06,4.912,-1.012,7.411,3.18,2.429
YKL156C-A,11.153,7.308,5.384,11.02,8.91,8.297
YKL162C,3.14,3.955,-1.248,3.6,4.464,3.606
YKL162C-A,4.113,5.259,0.759,4.129,4.421,4.036
YKL165C-A,2.95,1.122,,3.153,1.771,
YKL169C,6.58,6.609,2.366,6.709,7.04,4.774
YKL177W,-0.574,-0.327,-0.581,-1.448,-2.997,-1.925
YKL187C,3.359,8.347,3.93,3.324,7.016,6.599
YKL202W,-4.128,-1.722,-3.515,-0.848,-0.795,-0.712
YKL222C,3.595,3.424,0.109,2.599,2.442,2.199
YKL223W,1.984,-0.292,-5.069,0.173,0.359,-0.892
YKR005C,2.601,1.742,-1.476,3.569,3.454,4.204
YKR011C,4.652,4.263,-0.43,5.759,4.957,4.287
YKR012C,3.442,2.338,-0.795,4.07,3.511,2.12
YKR015C,2.117,2.233,-0.522,1.78,3.136,1.872
YKR017C,4.268,3.793,1.817,3.929,3.728,4.242
YKR018C,6.462,6.708,4.269,6.864,6.751,6.4
YKR023W,4.131,2.244,-1.244,4.459,3.169,2.613
YKR032W,-0.694,0.14,-3.371,0.284,-1.854,-1.2
YKR040C,-2.559,-4.643,,,-3.719,
YKR041W,1.731,0.586,-1.676,2.628,1.416,3.689
YKR045C,4.289,3.147,0.181,4.491,3.995,4.102
YKR047W,4.623,3.921,0.777,4.824,4.543,3.053
YKR051W,4.993,4.473,1.571,4.779,4.422,3.842
YKR070W,6.054,5.267,-0.675,5.981,5.519,3.416
YKR073C,3.33,2.964,-0.602,3.705,3.449,3.308
YKR075C,4.954,2.852,2.517,4.321,3.113,5.277
YKR075W-A,5.875,3.424,3.583,4.88,3.39,6.01
YKR078W,4.101,3.265,-0.613,4.466,4.279,3.615
YKR096W,4.547,4.823,3.358,4.665,4.83,4.508
YKR104W,2.646,2.319,-0.37,3.132,2.504,3.115
YKT6,7.767,6.31,3.321,8.157,6.759,6.008
YKU70,3.889,3.657,1.005,4.686,4.331,3.095
YKU80,3.213,3.238,-1.366,4.129,4.26,3.36
YLF2,3.959,3.255,-0.397,4.252,4.426,3.076
YLH47,5.981,3.061,-2.575,5.93,3.974,3.775
YLL007C,4.1,3.848,-3.48,3.972,4.277,3.108
YLL017W,3.487,4.538,3.781,1.888,4.548,4.51
YLL019W-A,4.376,6.205,4.542,4.308,5.722,5.301
YLL020C,3.731,5.953,2.996,4.85,5.669,5.041
YLL032C,4.099,3.039,0.352,4.67,4.029,3.689
YLL037W,3.446,1.112,-3.333,3.082,2.337,1.25
YLL044W,12.069,6.651,2.899,12.166,8.888,7.627
YLL053C,4.833,4.393,-0.189,4.049,4.382,3.332
YLL054C,4.235,3.066,-1.109,4.074,3.999,2.751
YLL056C,2.926,4.308,0.846,4.192,4.338,4.004
YLL058W,4.477,4.101,-2.8,5.789,5.171,3.345
YLL059C,2.6,1.946,-3.052,3.128,3.154,2.352
YLL065W,-4.226,,-5.174,,,-2.991
YLL066C,4.725,4.309,1.44,5.439,4.673,4.433
YLL066W-A,0.608,0.292,-3.188,0.477,0.494,0.441
YLL066W-B,-0.013,-2.304,,0.182,-1.437,
YLL067C,4.609,4.186,1.392,5.49,4.637,4.36
YLL067W-A,2.119,2.125,-1.313,3.214,2.467,2.158
YLR001C,4.538,5.592,2.054,4.719,5.189,4.313
YLR012C,-1.334,0.033,,-0.201,0.943,
YLR030W,3.324,3.226,0.784,4.74,3.858,3.823
YLR031W,3.22,3.041,0.718,4.372,3.719,3.656
YLR035C-A,6.883,5.909,2.926,7.316,6.067,5.323
YLR036C,4.511,3.402,-2.601,4.302,3.796,2.356
YLR040C,3.332,1.559,-5.352,0.317,-0.627,0.827
YLR041W,3.146,2.366,-1.995,0.246,-2.891,1.179
YLR042C,3.377,1.487,-2.976,-0.534,-1.334,1.01
YLR046C,4.15,4.249,1.588,5.269,4.968,3.977
YLR049C,4.558,3.207,-2.583,5.181,5.234,4.278
YLR050C,6.368,5.574,-0.926,7.23,6.896,4.575
YLR053C,4.196,3.788,2.435,4.116,4.403,4.552
YLR057W,4.852,3.683,-1.399,5.713,5.008,3.573
YLR063W,4.273,1.493,-4.556,5.622,3.939,3.601
YLR065C,6.425,4.063,1.119,6.412,4.989,4.071
YLR072W,4.566,4.214,0.942,5.15,4.506,4.109
YLR076C,12.915,8.459,5.718,12.955,10.505,9.925
YLR099W-A,6.491,4.982,0.008,5.758,5.275,3.995
YLR101C,8.085,5.642,0.265,8.554,6.933,4.809
YLR108C,3.708,3.378,-0.209,5.138,4.012,4.273
YLR111W,1.335,-0.555,-2.484,1.173,0.497,-0.57
YLR112W,3.606,1.383,-1.71,3.571,1.511,0.382
YLR118C,5.779,5.209,1.509,6.15,5.424,3.665
YLR120W-A,5.375,2.288,,4.233,3.854,
YLR122C,2.628,1.954,-1.367,2.52,2.466,1.921
YLR123C,2.17,1.829,-1.524,2.295,2.786,2.851
YLR124W,2.407,1.726,-1.818,1.688,2.613,2.399
YLR125W,3.829,3.293,0.356,2.433,3.086,2.674
YLR126C,4.524,3.077,0.515,3.73,2.275,3.859
YLR132C,4.246,2.939,-1.605,4.994,4.809,4.172
YLR140W,3.396,3.279,-2.447,3.612,3.551,2.06
YLR143W,5.337,2.16,-1.843,5.071,3.591,2.42
YLR146W-A,7.186,5.492,-1.413,7.723,6.711,4.737
YLR149C,3.232,6.691,4.901,4.974,6.319,6.622
YLR149C-A,7.149,5.415,3.334,7.429,6.698,3.991
YLR152C,4.244,6.182,1.014,4.271,6.837,4.228
YLR156W,3.69,3.505,0.905,3.688,3.461,3.671
YLR157C-B,7.166,6.314,3.895,7.52,6.373,5.635
YLR157W-D,3.979,3.526,1.893,4.16,4.013,4.016
YLR157W-E,2.864,2.663,-0.313,2.295,1.252,1.273
YLR159W,3.857,3.719,0.814,3.688,3.508,3.626
YLR161W,3.767,3.513,1.03,3.518,3.412,3.363
YLR162W,8.827,7.529,7.96,8.07,9.852,10.379
YLR163W-A,4.974,4.392,2.803,4.023,5.022,4.448
YLR164W,3.712,8.31,6.818,4.298,6.31,7.632
YLR169W,4.221,3.765,-0.547,4.753,4.404,3.485
YLR171W,4.96,4.585,0.35,5.492,5.029,4.233
YLR173W,4.301,4.885,2.395,5.516,5.558,4.653
YLR177W,5.043,3.031,1.785,5.216,4.617,4.381
YLR179C,7.253,4.947,-0.441,8.025,5.797,3.688
YLR194C,7.997,5.397,2.954,8.041,7.053,7.789
YLR198C,9.986,4.661,0.986,9.193,6.738,5.919
YLR202C,2.878,4.234,-0.677,4.193,4.508,3.532
YLR211C,2.932,4.546,-0.94,4.492,4.784,3.83
YLR217W,7.734,8.05,2.454,8.655,7.47,5.719
YLR222C-A,3.049,0.811,0.642,3.283,2.608,2.662
YLR224W,6.395,2.947,2.125,6.439,4.568,5.086
YLR225C,6.235,3.576,0.495,6.333,4.159,4.276
YLR227W-A,4.353,4.816,2.944,4.794,4.474,5.258
YLR227W-B,6.813,5.909,3.17,7.183,6.028,5.118
YLR230W,7.787,6.453,1.628,7.903,7.127,5.026
YLR232W,4.39,5.399,-0.35,2.408,1.653,2.61
YLR235C,3.412,2.135,-2.099,4.623,4.584,3.629
YLR236C,3.961,2.958,-0.429,4.955,5.012,4.313
YLR241W,6.102,5.876,2.159,6.625,6.632,5.233
YLR243W,6.142,3.434,-0.502,6.254,4.56,3.694
YLR252W,4.693,6.167,-0.268,5.023,5.682,5.358
YLR253W,5.583,4.84,0.848,5.701,6.072,3.733
YLR255C,1.802,0.589,-1.021,2.555,2.505,1.241
YLR256W-A,7.069,6.493,4.159,7.468,6.483,6.245
YLR257W,8.635,7.571,4.637,8.359,7.604,7.026
YLR264C-A,10.122,5.023,1.458,9.829,7.66,5.991
YLR269C,3.988,4.387,0.87,3.613,4.529,3.468
YLR271W,4.036,4.382,1.377,4.207,4.353,3.847
YLR278C,5.203,4.336,1.492,5.057,4.934,4.683
YLR279W,1.384,2.435,-3.056,0.605,2.263,-0.6
YLR280C,-1.391,2.1,-0.735,1.059,1.219,-0.543
YLR281C,2.247,3.461,-1.981,2.2,3.312,1.558
YLR282C,-0.476,-0.929,-5.122,0.12,0.156,0.38
YLR283W,4.119,4.493,-0.972,4.64,4.989,3.604
YLR285C-A,5.693,1.866,-2.431,5.468,2.885,3.113
YLR286W-A,9.137,7.482,0.448,9.259,7.259,4.917
YLR287C,5.689,2.973,-0.888,6.24,4.362,4.115
YLR290C,4.15,5.293,1.212,5.559,5.264,4.178
YLR294C,6.615,8.054,1.015,6.9,8.374,5.397
YLR296W,-0.63,1.159,,-0.376,1.596,
YLR297W,5.821,7.318,3.461,6.122,7.448,7.224
YLR299C-A,5.46,5.674,1.635,5.531,5.769,5.427
YLR302C,0.17,1.043,-3.24,3.004,2.601,0.754
YLR307C-A,1.593,12.068,2.772,0.656,12.098,4.139
YLR311C,1.25,4.944,3.785,-0.499,4.396,3.712
YLR312C,2.158,6.998,5.786,2.303,6.287,6.807
YLR317W,5.079,3.923,-2.261,6.029,5.265,4.722
YLR326W,3.961,5.006,1.268,6.192,5.919,3.999
YLR334C,0.977,0.112,-4.333,0.649,-0.218,-1.558
YLR339C,9.957,5.927,-0.008,10.127,7.668,5.096
YLR342W-A,4.884,0.814,-2.486,5.802,3.321,0.542
YLR345W,4.444,6.432,5.721,5.768,5.804,5.798
YLR346C,2.363,5.034,0.462,4.006,5.28,4.338
YLR347W-A,7.358,6.252,1.514,7.729,6.606,5.268
YLR349W,4.188,3.491,-0.611,4.915,4.584,3.329
YLR352W,3.709,3.347,-0.727,4.641,4.635,3.62
YLR358C,5.473,4.332,1.303,5.492,5.708,4.119
YLR361C-A,5.394,5.58,2.706,6.246,6.337,4.058
YLR363W-A,7.44,3.325,-1.065,7.553,5.644,4.026
YLR365W,0.829,-2.292,-3.069,0.173,-0.378,2.015
YLR366W,-0.052,-2.123,,-1.242,-0.797,
YLR374C,2.806,2.703,-1.793,3.453,4.198,2.745
YLR379W,7.648,6.121,0.189,7.529,6.998,5.106
YLR399W-A,6.063,4.516,0.777,5.996,5.078,5.482
YLR400W,3.957,0.957,-3.154,4.013,3.295,2.513
YLR402W,5.669,4.634,0.542,5.869,4.64,4.827
YLR406C-A,0.124,0.116,-0.975,0.612,,-1.034
YLR407W,5.994,4.328,2.024,6.49,5.218,5.44
YLR410W-A,1.756,1.098,,,,
YLR410W-B,6.545,4.939,1.955,6.156,4.822,3.579
YLR412C-A,1.146,-1.829,,-0.353,-0.941,
YLR413W,9.191,2.116,-1.678,7.792,3.574,3.51
YLR415C,2.317,0.453,-1.645,4.177,2.946,1.887
YLR416C,2.262,-0.187,-3.099,3.179,2.616,1.723
YLR419W,5.051,3.373,-2.329,5.186,4.613,3.508
YLR422W,4.873,4.678,-0.035,5.241,5.054,4.093
YLR428C,3.528,0.961,,2.84,2.75,
YLR434C,4.069,-0.829,-3.764,3.312,2.353,0.428
YLR437C-A,2.342,3.238,-0.425,3.993,3.98,5.17
YLR444C,6.317,4.713,2.695,6.56,6.183,4.984
YLR445W,0.086,-4.847,0.011,3.934,3.269,3.755
YLR446W,4.385,4.297,-0.653,5.307,5.194,5.081
YLR455W,5.273,4.056,0.08,5.706,4.548,4.168
YLR456W,3.391,3.185,-2.61,3.849,4.176,2.821
YLR458W,3.197,2.273,-0.475,3.456,2.911,2.25
YLR460C,2.949,2.153,-1.696,3.008,2.132,0.859
YLR462W,3.18,2.119,-2.178,2.982,2.714,1.997
YLR463C,2.785,1.677,-1.838,2.516,2.295,1.162
YLR464W,3.638,2.572,-1.122,3.998,3.354,2.873
YLR466C-A,-0.57,-0.097,,,0.748,
YLR466C-B,1.699,0.069,,,1.418,
YLR467C-A,0.695,-0.042,-2.955,1.799,0.999,0.265
YMC1,5.19,5.579,-2.112,6.563,6.402,3.616
YMC2,6.163,2.742,-2.023,6.552,4.932,4.799
YMD8,6.419,3.934,-1.418,6.851,5.712,5.038
YME1,6.542,6.087,0.959,6.942,6.922,4.903
YME2,5.441,6.27,3.382,6.01,6.311,5.06
YML002W,4.306,3.745,1.166,4.059,3.538,3.531
YML003W,3.85,4.124,1.783,2.651,2.426,2.95
YML007C-A,3.308,3.109,,3.824,3.5,
YML009C-A,5.055,4.606,4.107,5.753,4.991,5.343
YML012C-A,5.434,5.091,0.437,6.194,5.633,5.978
YML018C,6.796,3.266,-0.765,7.388,5.631,4.641
YML020W,4.101,3.314,0.949,4.66,4.303,3.417
YML031C-A,3.42,1.806,-5.087,3.428,3.692,2.924
YML034C-A,3.142,3.081,1.473,4.348,3.64,4.417
YML037C,3.817,1.941,-2.942,4.221,3.264,2.566
YML039W,7.213,6.4,3.973,7.606,6.448,5.747
YML045W,7.087,6.229,3.516,7.474,6.379,5.575
YML053C,4.33,3.55,-0.768,5.273,4.063,3.294
YML054C-A,1.788,2.83,0.721,3.0,3.533,3.494
YML057C-A,3.637,3.39,-2.571,3.605,4.239,2.241
YML079W,7.05,6.518,1.346,6.884,6.334,4.852
YML082W,5.766,2.906,2.9,5.675,4.435,4.418
YML083C,1.825,1.639,-3.184,1.844,1.937,0.819
YML084W,-0.978,-2.728,,1.06,-0.009,
YML089C,-0.15,4.255,0.816,0.71,3.146,4.116
YML090W,2.876,4.579,0.614,3.385,4.872,3.414
YML094C-A,0.379,-2.651,-5.435,0.548,0.143,0.219
YML096W,5.521,3.321,-0.607,5.638,5.21,4.283
YML099W-A,3.053,1.6,-1.243,3.606,3.142,2.213
YML100W-A,2.211,0.451,-3.486,4.036,2.601,2.127
YML101C-A,5.366,3.581,0.069,5.947,5.267,4.284
YML108W,6.961,4.563,-0.275,7.135,6.408,4.904
YML116W-A,5.98,5.417,3.592,6.78,5.773,5.528
YML119W,4.953,4.21,2.349,5.357,4.957,4.069
YML122C,1.942,0.564,-3.012,1.134,1.736,-0.143
YML131W,5.401,7.364,2.092,5.128,4.689,2.825
YML133C,4.608,4.136,1.226,5.199,4.504,4.191
YML133W-A,0.282,-1.704,-3.497,1.045,-0.778,-0.864
YML133W-B,2.322,1.641,-1.685,3.178,2.333,1.828
YML6,4.776,4.845,-0.052,5.663,5.875,3.89
YMR001C-A,3.727,1.711,-4.265,3.769,3.123,0.177
YMR007W,2.969,2.605,-0.012,4.234,3.086,3.427
YMR010W,6.56,3.483,0.163,6.404,4.952,4.913
YMR013C-A,2.767,,-1.141,2.471,,0.611
YMR018W,0.744,1.046,1.319,0.323,0.924,4.088
YMR027W,6.413,6.838,2.076,6.877,6.584,5.975
YMR030W-A,2.447,1.605,-2.468,2.67,2.163,-0.044
YMR031W-A,2.899,3.534,-1.862,2.794,3.202,2.816
YMR034C,3.164,5.435,2.221,5.432,6.706,5.549
YMR045C,7.435,6.495,3.613,8.074,6.851,6.239
YMR046C,6.498,5.24,-5.321,7.534,6.301,6.809
YMR046W-A,9.394,8.887,5.495,10.15,9.205,8.275
YMR050C,6.972,6.108,3.206,7.365,6.216,5.446
YMR052C-A,3.576,3.925,1.686,3.913,4.2,4.265
YMR057C,1.392,1.433,-2.702,2.18,2.35,0.901
YMR074C,7.94,6.577,2.146,7.875,6.972,4.731
YMR075C-A,4.646,3.207,0.551,4.632,4.544,3.942
YMR082C,-1.258,-1.205,-3.622,-1.549,0.074,-0.438
YMR084W,3.197,4.027,2.409,3.418,4.202,6.374
YMR085W,3.106,4.027,2.441,3.72,4.237,6.324
YMR086C-A,5.05,5.387,1.778,5.671,7.084,4.332
YMR086W,5.393,5.44,2.025,5.861,6.662,4.517
YMR087W,4.443,5.086,0.027,5.229,5.745,3.858
YMR090W,4.802,7.846,3.468,6.187,7.399,7.302
YMR099C,7.34,6.807,1.89,7.208,6.901,5.16
YMR1,4.091,2.847,-0.878,4.981,4.036,3.529
YMR102C,5.934,3.491,-1.339,5.845,4.437,3.467
YMR103C,6.258,7.077,1.667,6.187,7.334,6.161
YMR105W-A,2.93,2.998,-1.239,4.975,4.651,4.082
YMR111C,3.75,3.034,-1.099,3.88,3.598,3.305
YMR114C,3.517,5.37,5.077,5.25,5.527,5.928
YMR118C,4.306,7.768,6.023,5.623,5.497,7.825
YMR119W-A,5.091,4.253,1.116,4.781,4.866,4.211
YMR122C,2.758,1.96,-1.844,2.88,1.812,1.53
YMR122W-A,9.784,8.348,2.216,10.091,9.892,7.697
YMR124W,5.104,4.056,0.816,5.538,5.036,4.275
YMR130W,5.916,3.567,-0.796,5.695,4.12,3.599
YMR134W,5.373,5.505,-0.198,6.465,6.228,3.858
YMR135W-A,3.531,4.494,1.914,4.108,3.705,3.878
YMR141C,4.956,5.269,3.112,5.466,5.354,5.632
YMR141W-A,4.336,-0.227,-0.499,5.247,2.905,4.084
YMR144W,4.147,3.007,-3.039,5.623,4.994,3.442
YMR147W,3.868,3.779,-1.701,5.444,4.758,5.119
YMR153C-A,5.872,4.409,1.18,6.249,5.463,4.968
YMR155W,4.975,4.993,1.742,5.192,6.033,4.4
YMR158C-A,2.781,2.997,1.524,2.499,3.235,4.037
YMR160W,3.523,4.073,2.15,4.303,4.405,4.211
YMR166C,4.611,3.568,-3.454,4.809,5.327,2.937
YMR172C-A,4.121,3.611,-0.101,4.669,4.053,3.398
YMR173W-A,4.006,6.199,0.516,4.522,4.924,3.064
YMR175W-A,1.135,2.752,2.386,0.805,1.909,1.95
YMR178W,6.031,5.066,0.909,6.266,5.101,4.672
YMR181C,5.083,6.476,0.94,5.971,6.704,6.303
YMR182W-A,2.668,3.879,,3.107,4.313,
YMR185W,4.699,3.41,0.087,5.425,4.951,4.232
YMR187C,4.044,3.595,0.818,4.784,4.363,3.384
YMR193C-A,4.793,1.358,0.16,5.707,3.426,4.557
YMR194C-A,3.4,2.824,-0.499,2.899,2.562,0.914
YMR196W,4.685,6.754,2.757,6.294,6.636,5.453
YMR206W,1.907,6.047,4.538,2.096,5.439,5.072
YMR209C,5.505,3.837,-2.585,5.515,4.461,3.427
YMR210W,4.725,4.918,-2.295,5.625,5.511,3.773
YMR221C,6.366,5.249,0.24,6.469,6.239,3.807
YMR226C,8.607,7.457,1.913,9.302,8.337,5.768
YMR230W-A,4.071,,-2.735,3.212,,3.787
YMR244C-A,3.451,3.462,,3.653,3.846,2.425
YMR244C-A,3.261,2.363,-1.956,,,
YMR244W,1.777,-0.153,2.008,1.16,-0.861,1.999
YMR245W,5.256,5.28,1.265,5.806,5.503,4.988
YMR247W-A,1.936,3.616,0.641,1.757,2.552,1.678
YMR252C,5.277,4.753,2.606,6.321,4.647,6.293
YMR253C,4.75,4.706,2.398,4.544,4.513,4.622
YMR254C,2.066,1.402,-3.916,1.323,1.506,0.253
YMR259C,5.801,3.52,-0.736,5.63,4.777,3.78
YMR262W,4.954,5.429,-0.065,5.684,5.782,3.717
YMR265C,4.834,3.627,-1.013,4.735,4.296,4.168
YMR272W-A,7.843,7.733,5.887,7.094,7.9,7.351
YMR272W-B,0.033,0.428,,1.952,3.474,
YMR279C,2.982,3.747,-0.014,4.519,3.83,3.486
YMR290W-A,7.034,2.059,-0.157,7.123,5.066,4.852
YMR294W-A,4.651,3.229,0.609,3.683,4.298,2.939
YMR295C,8.338,7.101,4.018,8.44,7.828,7.222
YMR304C-A,6.192,4.723,0.709,6.297,6.185,3.599
YMR306C-A,3.284,3.659,0.377,4.64,5.29,5.612
YMR307C-A,9.965,6.503,-1.016,9.623,8.442,5.943
YMR31,5.294,8.265,2.533,6.73,8.24,5.965
YMR310C,6.027,3.225,0.386,5.924,4.882,4.076
YMR315W,7.016,5.947,1.86,7.852,6.59,6.318
YMR315W-A,5.281,2.013,,3.952,3.853,
YMR316C-A,6.802,3.172,2.244,5.473,4.047,6.159
YMR316C-B,-0.519,-0.268,,-0.262,-0.231,
YMR317W,3.795,4.236,0.758,4.407,4.735,3.758
YMR320W,2.641,0.38,-2.896,1.758,0.904,3.178
YMR321C,6.762,4.022,-1.806,6.234,5.004,2.72
YMR324C,-0.153,0.372,-1.216,,-0.313,
YND1,6.016,4.387,0.795,6.079,5.125,4.123
YNG1,4.42,5.431,1.241,5.303,5.745,4.075
YNG2,4.219,4.629,1.754,5.184,4.719,4.373
YNK1,7.426,9.149,3.226,7.942,9.51,5.851
YNL010W,8.258,5.646,1.22,8.037,6.919,5.159
YNL011C,3.908,2.9,-2.403,4.988,4.301,3.0
YNL013C,2.235,6.034,5.131,3.551,4.49,6.947
YNL017C,2.863,1.732,0.253,1.36,3.069,2.907
YNL018C,2.406,2.451,0.038,3.145,3.408,3.036
YNL019C,3.296,3.412,0.806,4.819,4.844,3.41
YNL022C,6.209,3.807,-3.014,6.731,5.766,4.415
YNL024C,5.511,-0.047,-3.922,5.117,2.733,3.276
YNL028W,2.772,0.302,-3.39,2.38,2.8,1.656
YNL033W,3.277,3.254,0.598,4.671,4.761,3.253
YNL034W,2.172,2.425,-1.295,2.736,3.445,2.692
YNL035C,5.671,3.805,-1.071,5.828,5.007,3.822
YNL040W,6.005,5.248,-0.83,5.87,5.006,4.334
YNL042W-B,3.471,2.297,-1.525,2.707,3.338,1.939
YNL043C,8.046,5.821,1.605,8.118,7.57,6.514
YNL046W,6.226,5.658,0.758,6.953,6.713,4.526
YNL050C,5.288,3.825,0.295,5.924,4.249,3.981
YNL054W-B,7.213,6.589,3.786,7.79,6.812,5.815
YNL057W,6.418,5.142,-3.484,7.452,6.718,3.616
YNL058C,5.681,4.215,-1.825,6.446,5.704,3.057
YNL067W-B,-0.408,,-1.734,,,
YNL089C,5.859,3.913,-2.05,6.715,5.721,5.216
YNL092W,2.238,3.335,1.277,4.246,3.992,4.116
YNL095C,4.708,3.161,0.849,5.965,4.915,4.04
YNL097C-B,3.712,-1.141,,2.371,2.644,
YNL097W-A,5.491,5.155,1.835,6.385,6.176,5.479
YNL103W-A,6.13,7.27,1.475,5.909,8.133,3.592
YNL108C,5.928,3.176,-0.03,6.322,4.403,4.142
YNL109W,1.52,-2.46,-3.989,1.137,0.05,-0.315
YNL114C,4.95,1.886,-1.966,4.658,3.427,2.683
YNL115C,4.6,7.01,5.781,6.274,6.557,6.278
YNL122C,5.655,5.808,1.571,6.145,6.704,4.144
YNL134C,5.957,8.922,0.196,7.707,8.361,5.564
YNL140C,0.22,2.777,-2.494,3.92,3.277,2.118
YNL143C,2.762,2.11,-1.0,3.222,1.812,3.049
YNL144C,4.385,4.884,3.481,3.079,4.169,4.776
YNL144W-A,5.408,5.409,4.157,3.32,4.91,5.766
YNL146C-A,3.114,2.91,-2.239,2.805,3.115,1.835
YNL146W,2.569,3.755,-0.788,3.685,4.518,2.291
YNL150W,4.694,2.38,0.091,4.502,3.398,2.125
YNL155W,6.532,5.076,1.124,7.502,6.341,5.998
YNL162W-A,3.829,0.938,-4.132,5.949,5.022,3.756
YNL165W,4.847,3.945,2.041,5.956,5.543,4.969
YNL170W,3.449,2.89,-1.707,3.982,4.266,2.977
YNL171C,4.458,4.611,-0.184,5.645,5.64,5.173
YNL174W,7.462,2.651,0.156,7.788,6.3,5.317
YNL179C,4.038,4.024,-0.386,5.277,4.873,3.787
YNL181W,5.655,4.288,-1.454,6.344,5.428,4.715
YNL184C,4.815,3.974,0.384,5.218,5.099,3.42
YNL190W,9.329,8.477,3.797,9.145,8.594,6.344
YNL193W,4.471,4.046,1.559,5.368,4.622,3.946
YNL194C,2.353,8.114,4.609,3.631,6.649,6.606
YNL195C,2.819,7.765,7.111,5.175,5.998,8.082
YNL198C,3.496,3.145,-0.231,4.064,3.289,3.174
YNL200C,4.575,8.039,4.244,5.555,7.265,6.873
YNL203C,-0.568,2.142,-0.016,-2.518,-0.88,1.558
YNL205C,1.353,-0.302,-5.076,1.228,-0.215,1.839
YNL208W,8.046,8.395,5.62,9.04,8.862,8.278
YNL211C,4.878,4.127,0.771,4.852,4.576,3.593
YNL217W,7.183,5.445,-1.032,7.55,6.594,3.578
YNL226W,3.458,1.581,-1.777,4.229,3.357,2.501
YNL228W,-4.02,-5.373,,,-4.442,
YNL234W,5.332,2.382,-2.576,5.145,3.882,3.549
YNL235C,5.542,3.797,-1.482,5.593,4.49,3.26
YNL247W,7.166,4.276,-2.192,7.392,5.782,4.059
